kode dapil;jenis dapil;nama dapil;kode wilayah;tingkatan wilayah;nama;is_pecah
121301;DPRD KABUPATEN/KOTA;MANDAILING NATAL 1;121303;Kecamatan;PANYABUNGAN TIMUR;FALSE
121301;DPRD KABUPATEN/KOTA;MANDAILING NATAL 1;121305;Kecamatan;PANYABUNGAN BARAT;FALSE
121302;DPRD KABUPATEN/KOTA;MANDAILING NATAL 2;121308;Kecamatan;KOTANOPAN;FALSE
121302;DPRD KABUPATEN/KOTA;MANDAILING NATAL 2;121309;Kecamatan;LEMBAH SORIK MARAPI;FALSE
121302;DPRD KABUPATEN/KOTA;MANDAILING NATAL 2;121310;Kecamatan;TAMBANGAN;FALSE
121302;DPRD KABUPATEN/KOTA;MANDAILING NATAL 2;121311;Kecamatan;ULU PUNGKUT;FALSE
121302;DPRD KABUPATEN/KOTA;MANDAILING NATAL 2;121312;Kecamatan;MUARA SIPONGI;FALSE
121302;DPRD KABUPATEN/KOTA;MANDAILING NATAL 2;121320;Kecamatan;PUNCAK SORIK MARAPI;FALSE
121302;DPRD KABUPATEN/KOTA;MANDAILING NATAL 2;121321;Kecamatan;PAKANTAN;FALSE
121303;DPRD KABUPATEN/KOTA;MANDAILING NATAL 3;121304;Kecamatan;PANYABUNGAN SELATAN;FALSE
121303;DPRD KABUPATEN/KOTA;MANDAILING NATAL 3;121313;Kecamatan;BATANG NATAL;FALSE
121303;DPRD KABUPATEN/KOTA;MANDAILING NATAL 3;121314;Kecamatan;LINGGA BAYU;FALSE
121303;DPRD KABUPATEN/KOTA;MANDAILING NATAL 3;121318;Kecamatan;RANTO BAEK;FALSE
121304;DPRD KABUPATEN/KOTA;MANDAILING NATAL 4;121315;Kecamatan;BATAHAN;FALSE
121304;DPRD KABUPATEN/KOTA;MANDAILING NATAL 4;121316;Kecamatan;NATAL;FALSE
121304;DPRD KABUPATEN/KOTA;MANDAILING NATAL 4;121317;Kecamatan;MUARA BATANG GADIS;FALSE
121304;DPRD KABUPATEN/KOTA;MANDAILING NATAL 4;121322;Kecamatan;SINUNUKAN;FALSE
121305;DPRD KABUPATEN/KOTA;MANDAILING NATAL 5;121302;Kecamatan;PANYABUNGAN UTARA;FALSE
121305;DPRD KABUPATEN/KOTA;MANDAILING NATAL 5;121306;Kecamatan;SIABU;FALSE
121305;DPRD KABUPATEN/KOTA;MANDAILING NATAL 5;121307;Kecamatan;BUKIT MALINTANG;FALSE
121305;DPRD KABUPATEN/KOTA;MANDAILING NATAL 5;121319;Kecamatan;HUTA BARGOT;FALSE
121305;DPRD KABUPATEN/KOTA;MANDAILING NATAL 5;121323;Kecamatan;NAGA JUANG;FALSE
121401;DPRD KABUPATEN/KOTA;NIAS SELATAN 1;121406;Kecamatan;TELUK DALAM;FALSE
121401;DPRD KABUPATEN/KOTA;NIAS SELATAN 1;121418;Kecamatan;FANAYAMA;FALSE
121401;DPRD KABUPATEN/KOTA;NIAS SELATAN 1;121432;Kecamatan;LUAHAGUNDRE MANIAMOLO;FALSE
121401;DPRD KABUPATEN/KOTA;NIAS SELATAN 1;121433;Kecamatan;ONOLALU;FALSE
121402;DPRD KABUPATEN/KOTA;NIAS SELATAN 2;121407;Kecamatan;AMANDRAYA;FALSE
121402;DPRD KABUPATEN/KOTA;NIAS SELATAN 2;121410;Kecamatan;MANIAMOLO;FALSE
121402;DPRD KABUPATEN/KOTA;NIAS SELATAN 2;121415;Kecamatan;ARAMO;FALSE
121402;DPRD KABUPATEN/KOTA;NIAS SELATAN 2;121424;Kecamatan;ULUSUSUA;FALSE
121403;DPRD KABUPATEN/KOTA;NIAS SELATAN 3;121401;Kecamatan;LOLOMATUA;FALSE
121403;DPRD KABUPATEN/KOTA;NIAS SELATAN 3;121408;Kecamatan;LOLOWAU;FALSE
121403;DPRD KABUPATEN/KOTA;NIAS SELATAN 3;121411;Kecamatan;HILIMEGAI;FALSE
121403;DPRD KABUPATEN/KOTA;NIAS SELATAN 3;121419;Kecamatan;ULUNOYO;FALSE
121403;DPRD KABUPATEN/KOTA;NIAS SELATAN 3;121420;Kecamatan;HURUNA;FALSE
121403;DPRD KABUPATEN/KOTA;NIAS SELATAN 3;121421;Kecamatan;O/O/U;FALSE
121403;DPRD KABUPATEN/KOTA;NIAS SELATAN 3;121422;Kecamatan;ONOHAZUMBA;FALSE
121403;DPRD KABUPATEN/KOTA;NIAS SELATAN 3;121423;Kecamatan;HILISALAWA/AHE;FALSE
121404;DPRD KABUPATEN/KOTA;NIAS SELATAN 4;121402;Kecamatan;GOMO;FALSE
121404;DPRD KABUPATEN/KOTA;NIAS SELATAN 4;121409;Kecamatan;SUSUA;FALSE
121404;DPRD KABUPATEN/KOTA;NIAS SELATAN 4;121414;Kecamatan;UMBUNASI;FALSE
121404;DPRD KABUPATEN/KOTA;NIAS SELATAN 4;121417;Kecamatan;MAZO;FALSE
121404;DPRD KABUPATEN/KOTA;NIAS SELATAN 4;121427;Kecamatan;BORONADU;FALSE
121404;DPRD KABUPATEN/KOTA;NIAS SELATAN 4;121434;Kecamatan;ULU IDANOTAE;FALSE
121404;DPRD KABUPATEN/KOTA;NIAS SELATAN 4;121435;Kecamatan;IDANOTAE;FALSE
121405;DPRD KABUPATEN/KOTA;NIAS SELATAN 5;121403;Kecamatan;LAHUSA;FALSE
121405;DPRD KABUPATEN/KOTA;NIAS SELATAN 5;121412;Kecamatan;TOMA;FALSE
121405;DPRD KABUPATEN/KOTA;NIAS SELATAN 5;121413;Kecamatan;MAZINO;FALSE
121405;DPRD KABUPATEN/KOTA;NIAS SELATAN 5;121425;Kecamatan;SIDUA/ORI;FALSE
121405;DPRD KABUPATEN/KOTA;NIAS SELATAN 5;121426;Kecamatan;SOMAMBAWA;FALSE
121406;DPRD KABUPATEN/KOTA;NIAS SELATAN 6;121404;Kecamatan;HIBALA;FALSE
121406;DPRD KABUPATEN/KOTA;NIAS SELATAN 6;121405;Kecamatan;PULAU-PULAU BATU;FALSE
121406;DPRD KABUPATEN/KOTA;NIAS SELATAN 6;121416;Kecamatan;PULAU-PULAU BATU TIMUR;FALSE
121406;DPRD KABUPATEN/KOTA;NIAS SELATAN 6;121428;Kecamatan;SIMUK;FALSE
121406;DPRD KABUPATEN/KOTA;NIAS SELATAN 6;121429;Kecamatan;PULAU-PULAU BATU BARAT;FALSE
121406;DPRD KABUPATEN/KOTA;NIAS SELATAN 6;121430;Kecamatan;PULAU-PULAU BATU UTARA;FALSE
121406;DPRD KABUPATEN/KOTA;NIAS SELATAN 6;121431;Kecamatan;TANAH MASA;FALSE
121501;DPRD KABUPATEN/KOTA;PAKPAK BHARAT 1;121501;Kecamatan;SITELU TALI URANG JEHE;FALSE
121501;DPRD KABUPATEN/KOTA;PAKPAK BHARAT 1;121503;Kecamatan;SALAK;FALSE
121501;DPRD KABUPATEN/KOTA;PAKPAK BHARAT 1;121504;Kecamatan;SITELU TALI URANG JULU;FALSE
121501;DPRD KABUPATEN/KOTA;PAKPAK BHARAT 1;121505;Kecamatan;PERGETTENG GETTENG SENGKUT;FALSE
121501;DPRD KABUPATEN/KOTA;PAKPAK BHARAT 1;121506;Kecamatan;PAGINDAR;FALSE
121502;DPRD KABUPATEN/KOTA;PAKPAK BHARAT 2;121502;Kecamatan;KERAJAAN;FALSE
121502;DPRD KABUPATEN/KOTA;PAKPAK BHARAT 2;121507;Kecamatan;TINADA;FALSE
121502;DPRD KABUPATEN/KOTA;PAKPAK BHARAT 2;121508;Kecamatan;SIEMPAT RUBE;FALSE
121601;DPRD KABUPATEN/KOTA;HUMBANG HASUNDUTAN 1;121606;Kecamatan;DOLOK SANGGUL;FALSE
121602;DPRD KABUPATEN/KOTA;HUMBANG HASUNDUTAN 2;121607;Kecamatan;SIJAMAPOLANG;FALSE
121602;DPRD KABUPATEN/KOTA;HUMBANG HASUNDUTAN 2;121608;Kecamatan;ONAN GANJANG;FALSE
121602;DPRD KABUPATEN/KOTA;HUMBANG HASUNDUTAN 2;121609;Kecamatan;PAKKAT;FALSE
121603;DPRD KABUPATEN/KOTA;HUMBANG HASUNDUTAN 3;121601;Kecamatan;PARLILITAN;FALSE
121603;DPRD KABUPATEN/KOTA;HUMBANG HASUNDUTAN 3;121610;Kecamatan;TARABINTANG;FALSE
121604;DPRD KABUPATEN/KOTA;HUMBANG HASUNDUTAN 4;121602;Kecamatan;POLLUNG;FALSE
121604;DPRD KABUPATEN/KOTA;HUMBANG HASUNDUTAN 4;121603;Kecamatan;BAKTIRAJA;FALSE
121605;DPRD KABUPATEN/KOTA;HUMBANG HASUNDUTAN 5;121604;Kecamatan;PARANGINAN;FALSE
121605;DPRD KABUPATEN/KOTA;HUMBANG HASUNDUTAN 5;121605;Kecamatan;LINTONG NIHUTA;FALSE
121701;DPRD KABUPATEN/KOTA;SAMOSIR 1;121707;Kecamatan;RONGGUR NIHUTA;FALSE
121701;DPRD KABUPATEN/KOTA;SAMOSIR 1;121708;Kecamatan;PANGURURAN;FALSE
121702;DPRD KABUPATEN/KOTA;SAMOSIR 2;121701;Kecamatan;SIMANINDO;FALSE
121702;DPRD KABUPATEN/KOTA;SAMOSIR 2;121702;Kecamatan;ONAN RUNGGU;FALSE
121703;DPRD KABUPATEN/KOTA;SAMOSIR 3;121703;Kecamatan;NAINGGOLAN;FALSE
121703;DPRD KABUPATEN/KOTA;SAMOSIR 3;121704;Kecamatan;PALIPI;FALSE
121704;DPRD KABUPATEN/KOTA;SAMOSIR 4;121705;Kecamatan;HARIAN;FALSE
121704;DPRD KABUPATEN/KOTA;SAMOSIR 4;121706;Kecamatan;SIANJAR MULA MULA;FALSE
121704;DPRD KABUPATEN/KOTA;SAMOSIR 4;121709;Kecamatan;SITIO-TIO;FALSE
121801;DPRD KABUPATEN/KOTA;SERDANG BEDAGAI 1;121801;Kecamatan;PANTAI CERMIN;FALSE
121801;DPRD KABUPATEN/KOTA;SERDANG BEDAGAI 1;121802;Kecamatan;PERBAUNGAN;FALSE
121802;DPRD KABUPATEN/KOTA;SERDANG BEDAGAI 2;121803;Kecamatan;TELUK MENGKUDU;FALSE
121802;DPRD KABUPATEN/KOTA;SERDANG BEDAGAI 2;121805;Kecamatan;TANJUNG BERINGIN;FALSE
121803;DPRD KABUPATEN/KOTA;SERDANG BEDAGAI 3;121804;Kecamatan;SEI RAMPAH;FALSE
121803;DPRD KABUPATEN/KOTA;SERDANG BEDAGAI 3;121814;Kecamatan;PEGAJAHAN;FALSE
121803;DPRD KABUPATEN/KOTA;SERDANG BEDAGAI 3;121815;Kecamatan;SEI BAMBAN;FALSE
121804;DPRD KABUPATEN/KOTA;SERDANG BEDAGAI 4;121808;Kecamatan;SIPISPIS;FALSE
121804;DPRD KABUPATEN/KOTA;SERDANG BEDAGAI 4;121809;Kecamatan;DOLOK MASIHUL;FALSE
121804;DPRD KABUPATEN/KOTA;SERDANG BEDAGAI 4;121810;Kecamatan;KOTARIH;FALSE
121804;DPRD KABUPATEN/KOTA;SERDANG BEDAGAI 4;121811;Kecamatan;SILINDA;FALSE
121804;DPRD KABUPATEN/KOTA;SERDANG BEDAGAI 4;121812;Kecamatan;SERBA JADI;FALSE
121804;DPRD KABUPATEN/KOTA;SERDANG BEDAGAI 4;121817;Kecamatan;BINTANG BAYU;FALSE
121805;DPRD KABUPATEN/KOTA;SERDANG BEDAGAI 5;121806;Kecamatan;BANDAR KHALIPAH;FALSE
121805;DPRD KABUPATEN/KOTA;SERDANG BEDAGAI 5;121807;Kecamatan;DOLOK MERAWAN;FALSE
121805;DPRD KABUPATEN/KOTA;SERDANG BEDAGAI 5;121813;Kecamatan;TEBING TINGGI;FALSE
121805;DPRD KABUPATEN/KOTA;SERDANG BEDAGAI 5;121816;Kecamatan;TEBING SYAHBANDAR;FALSE
121901;DPRD KABUPATEN/KOTA;BATU BARA 1;121904;Kecamatan;LIMA PULUH;FALSE
121901;DPRD KABUPATEN/KOTA;BATU BARA 1;121909;Kecamatan;LIMA PULUH PESISIR;FALSE
121901;DPRD KABUPATEN/KOTA;BATU BARA 1;121910;Kecamatan;DATUK LIMA PULUH;FALSE
121902;DPRD KABUPATEN/KOTA;BATU BARA 2;121905;Kecamatan;TALAWI;FALSE
121902;DPRD KABUPATEN/KOTA;BATU BARA 2;121911;Kecamatan;DATUK TANAH DATAR;FALSE
121903;DPRD KABUPATEN/KOTA;BATU BARA 3;121906;Kecamatan;TANJUNG TIRAM;FALSE
121903;DPRD KABUPATEN/KOTA;BATU BARA 3;121912;Kecamatan;NIBUNG HANGUS;FALSE
121904;DPRD KABUPATEN/KOTA;BATU BARA 4;121907;Kecamatan;SEI BALAI;FALSE
121905;DPRD KABUPATEN/KOTA;BATU BARA 5;121901;Kecamatan;MEDANG DERAS;FALSE
121906;DPRD KABUPATEN/KOTA;BATU BARA 6;121902;Kecamatan;SEI SUKA;FALSE
121906;DPRD KABUPATEN/KOTA;BATU BARA 6;121908;Kecamatan;LAUT TADOR;FALSE
121907;DPRD KABUPATEN/KOTA;BATU BARA 7;121903;Kecamatan;AIR PUTIH;FALSE
122001;DPRD KABUPATEN/KOTA;PADANG LAWAS UTARA 1;122004;Kecamatan;PADANG BOLAK;FALSE
122001;DPRD KABUPATEN/KOTA;PADANG LAWAS UTARA 1;122006;Kecamatan;PORTIBI;FALSE
122002;DPRD KABUPATEN/KOTA;PADANG LAWAS UTARA 2;122001;Kecamatan;DOLOK SIGOMPULON;FALSE
122002;DPRD KABUPATEN/KOTA;PADANG LAWAS UTARA 2;122002;Kecamatan;DOLOK;FALSE
122002;DPRD KABUPATEN/KOTA;PADANG LAWAS UTARA 2;122003;Kecamatan;HALONGONAN;FALSE
122002;DPRD KABUPATEN/KOTA;PADANG LAWAS UTARA 2;122011;Kecamatan;HALONGONAN TIMUR;FALSE
122003;DPRD KABUPATEN/KOTA;PADANG LAWAS UTARA 3;122008;Kecamatan;SIMANGAMBAT;FALSE
122003;DPRD KABUPATEN/KOTA;PADANG LAWAS UTARA 3;122012;Kecamatan;UJUNG BATU;FALSE
122004;DPRD KABUPATEN/KOTA;PADANG LAWAS UTARA 4;122005;Kecamatan;PADANG BOLAK JULU;FALSE
122004;DPRD KABUPATEN/KOTA;PADANG LAWAS UTARA 4;122007;Kecamatan;BATANG ONANG;FALSE
122004;DPRD KABUPATEN/KOTA;PADANG LAWAS UTARA 4;122009;Kecamatan;HULU SIHAPAS;FALSE
122004;DPRD KABUPATEN/KOTA;PADANG LAWAS UTARA 4;122010;Kecamatan;PADANG BOLAK TENGGARA;FALSE
122101;DPRD KABUPATEN/KOTA;PADANG LAWAS 1;122101;Kecamatan;SOSOPAN;FALSE
122101;DPRD KABUPATEN/KOTA;PADANG LAWAS 1;122106;Kecamatan;ULU BARUMUN;FALSE
122101;DPRD KABUPATEN/KOTA;PADANG LAWAS 1;122107;Kecamatan;BARUMUN;FALSE
122101;DPRD KABUPATEN/KOTA;PADANG LAWAS 1;122110;Kecamatan;BARUMUN SELATAN;FALSE
122101;DPRD KABUPATEN/KOTA;PADANG LAWAS 1;122113;Kecamatan;BARUMUN BARU;FALSE
122102;DPRD KABUPATEN/KOTA;PADANG LAWAS 2;122102;Kecamatan;BARUMUN TENGAH;FALSE
122102;DPRD KABUPATEN/KOTA;PADANG LAWAS 2;122103;Kecamatan;HURISTAK;FALSE
122102;DPRD KABUPATEN/KOTA;PADANG LAWAS 2;122104;Kecamatan;LUBUK BARUMUN;FALSE
122102;DPRD KABUPATEN/KOTA;PADANG LAWAS 2;122111;Kecamatan;AEK NABARA BARUMUN;FALSE
122102;DPRD KABUPATEN/KOTA;PADANG LAWAS 2;122112;Kecamatan;SIHAPAS BARUMUN;FALSE
122102;DPRD KABUPATEN/KOTA;PADANG LAWAS 2;122116;Kecamatan;BARUMUN BARAT;FALSE
122103;DPRD KABUPATEN/KOTA;PADANG LAWAS 3;122105;Kecamatan;HUTARAJA TINGGI;FALSE
122103;DPRD KABUPATEN/KOTA;PADANG LAWAS 3;122108;Kecamatan;SOSA;FALSE
122103;DPRD KABUPATEN/KOTA;PADANG LAWAS 3;122109;Kecamatan;BATANG LUBU SUTAM;FALSE
122103;DPRD KABUPATEN/KOTA;PADANG LAWAS 3;122114;Kecamatan;ULU SOSA;FALSE
122103;DPRD KABUPATEN/KOTA;PADANG LAWAS 3;122115;Kecamatan;SOSA JULU;FALSE
122103;DPRD KABUPATEN/KOTA;PADANG LAWAS 3;122117;Kecamatan;SOSA TIMUR;FALSE
122201;DPRD KABUPATEN/KOTA;LABUHANBATU SELATAN 1;122201;Kecamatan;KOTAPINANG;FALSE
122202;DPRD KABUPATEN/KOTA;LABUHANBATU SELATAN 2;122202;Kecamatan;KAMPUNG RAKYAT;FALSE
122203;DPRD KABUPATEN/KOTA;LABUHANBATU SELATAN 3;122203;Pecahan Kecamatan;TORGAMBA A;TRUE
122203;DPRD KABUPATEN/KOTA;LABUHANBATU SELATAN 3;1222032004;Desa/Kelurahan;PANGARUNGAN;FALSE
122203;DPRD KABUPATEN/KOTA;LABUHANBATU SELATAN 3;1222032005;Desa/Kelurahan;BUNUT;FALSE
122203;DPRD KABUPATEN/KOTA;LABUHANBATU SELATAN 3;1222032006;Desa/Kelurahan;AEK BATU;FALSE
122203;DPRD KABUPATEN/KOTA;LABUHANBATU SELATAN 3;1222032007;Desa/Kelurahan;PINANG DAMAI;FALSE
122203;DPRD KABUPATEN/KOTA;LABUHANBATU SELATAN 3;1222032010;Desa/Kelurahan;ASAM JAWA;FALSE
122204;DPRD KABUPATEN/KOTA;LABUHANBATU SELATAN 4;122203;Pecahan Kecamatan;TORGAMBA B;TRUE
122204;DPRD KABUPATEN/KOTA;LABUHANBATU SELATAN 4;1222032001;Desa/Kelurahan;BANGAI;FALSE
122204;DPRD KABUPATEN/KOTA;LABUHANBATU SELATAN 4;1222032002;Desa/Kelurahan;RASAU;FALSE
122204;DPRD KABUPATEN/KOTA;LABUHANBATU SELATAN 4;1222032003;Desa/Kelurahan;TELUK RAMPAH;FALSE
122204;DPRD KABUPATEN/KOTA;LABUHANBATU SELATAN 4;1222032008;Desa/Kelurahan;AEK RASO;FALSE
122204;DPRD KABUPATEN/KOTA;LABUHANBATU SELATAN 4;1222032009;Desa/Kelurahan;TORGAMBA;FALSE
122204;DPRD KABUPATEN/KOTA;LABUHANBATU SELATAN 4;1222032011;Desa/Kelurahan;TORGANDA;FALSE
122204;DPRD KABUPATEN/KOTA;LABUHANBATU SELATAN 4;1222032012;Desa/Kelurahan;BERINGIN JAYA;FALSE
122204;DPRD KABUPATEN/KOTA;LABUHANBATU SELATAN 4;1222032013;Desa/Kelurahan;BUKIT TUJUH;FALSE
122204;DPRD KABUPATEN/KOTA;LABUHANBATU SELATAN 4;1222032014;Desa/Kelurahan;SEI MERANTI;FALSE
122205;DPRD KABUPATEN/KOTA;LABUHANBATU SELATAN 5;122204;Kecamatan;SUNGAI KANAN;FALSE
122205;DPRD KABUPATEN/KOTA;LABUHANBATU SELATAN 5;122205;Kecamatan;SILANGKITANG;FALSE
122301;DPRD KABUPATEN/KOTA;LABUHANBATU UTARA 1;122301;Kecamatan;KUALUH HULU;FALSE
122302;DPRD KABUPATEN/KOTA;LABUHANBATU UTARA 2;122302;Kecamatan;KUALUH LEIDONG;FALSE
122302;DPRD KABUPATEN/KOTA;LABUHANBATU UTARA 2;122303;Kecamatan;KUALUH HILIR;FALSE
122303;DPRD KABUPATEN/KOTA;LABUHANBATU UTARA 3;122304;Kecamatan;AEK KUO;FALSE
122303;DPRD KABUPATEN/KOTA;LABUHANBATU UTARA 3;122305;Kecamatan;MARBAU;FALSE
122304;DPRD KABUPATEN/KOTA;LABUHANBATU UTARA 4;122306;Kecamatan;NA IX - X;FALSE
122304;DPRD KABUPATEN/KOTA;LABUHANBATU UTARA 4;122307;Kecamatan;AEK NATAS;FALSE
122305;DPRD KABUPATEN/KOTA;LABUHANBATU UTARA 5;122308;Kecamatan;KUALUH SELATAN;FALSE
122401;DPRD KABUPATEN/KOTA;NIAS UTARA 1;122401;Kecamatan;LOTU;FALSE
122401;DPRD KABUPATEN/KOTA;NIAS UTARA 1;122405;Kecamatan;NAMOHALU ESIWA;FALSE
122401;DPRD KABUPATEN/KOTA;NIAS UTARA 1;122411;Kecamatan;LAHEWA TIMUR;FALSE
122402;DPRD KABUPATEN/KOTA;NIAS UTARA 2;122402;Kecamatan;SAWO;FALSE
122402;DPRD KABUPATEN/KOTA;NIAS UTARA 2;122403;Kecamatan;TUHEMBERUA;FALSE
122402;DPRD KABUPATEN/KOTA;NIAS UTARA 2;122404;Kecamatan;SITOLU ORI;FALSE
122403;DPRD KABUPATEN/KOTA;NIAS UTARA 3;122406;Kecamatan;ALASA TALUMUZOI;FALSE
122403;DPRD KABUPATEN/KOTA;NIAS UTARA 3;122407;Kecamatan;ALASA;FALSE
122403;DPRD KABUPATEN/KOTA;NIAS UTARA 3;122408;Kecamatan;TUGALA OYO;FALSE
122404;DPRD KABUPATEN/KOTA;NIAS UTARA 4;122409;Kecamatan;AFULU;FALSE
122404;DPRD KABUPATEN/KOTA;NIAS UTARA 4;122410;Kecamatan;LAHEWA;FALSE
122501;DPRD KABUPATEN/KOTA;NIAS BARAT 1;122501;Kecamatan;LAHOMI;FALSE
122501;DPRD KABUPATEN/KOTA;NIAS BARAT 1;122502;Kecamatan;SIROMBU;FALSE
122501;DPRD KABUPATEN/KOTA;NIAS BARAT 1;122503;Kecamatan;MANDREHE BARAT;FALSE
122501;DPRD KABUPATEN/KOTA;NIAS BARAT 1;122504;Kecamatan;MORO/O;FALSE
122502;DPRD KABUPATEN/KOTA;NIAS BARAT 2;122505;Kecamatan;MANDREHE;FALSE
122502;DPRD KABUPATEN/KOTA;NIAS BARAT 2;122506;Kecamatan;MANDREHE UTARA;FALSE
122502;DPRD KABUPATEN/KOTA;NIAS BARAT 2;122507;Kecamatan;LOLOFITU MOI;FALSE
122502;DPRD KABUPATEN/KOTA;NIAS BARAT 2;122508;Kecamatan;ULU MORO/O;FALSE
127101;DPRD KABUPATEN/KOTA;KOTA MEDAN 1;127103;Kecamatan;MEDAN HELVETIA;FALSE
127101;DPRD KABUPATEN/KOTA;KOTA MEDAN 1;127105;Kecamatan;MEDAN BARAT;FALSE
127101;DPRD KABUPATEN/KOTA;KOTA MEDAN 1;127117;Kecamatan;MEDAN BARU;FALSE
127101;DPRD KABUPATEN/KOTA;KOTA MEDAN 1;127119;Kecamatan;MEDAN PETISAH;FALSE
127102;DPRD KABUPATEN/KOTA;KOTA MEDAN 2;127108;Kecamatan;MEDAN BELAWAN;FALSE
127102;DPRD KABUPATEN/KOTA;KOTA MEDAN 2;127112;Kecamatan;MEDAN MARELAN;FALSE
127102;DPRD KABUPATEN/KOTA;KOTA MEDAN 2;127113;Kecamatan;MEDAN LABUHAN;FALSE
127103;DPRD KABUPATEN/KOTA;KOTA MEDAN 3;127106;Kecamatan;MEDAN DELI;FALSE
127103;DPRD KABUPATEN/KOTA;KOTA MEDAN 3;127114;Kecamatan;MEDAN TEMBUNG;FALSE
127103;DPRD KABUPATEN/KOTA;KOTA MEDAN 3;127118;Kecamatan;MEDAN PERJUANGAN;FALSE
127103;DPRD KABUPATEN/KOTA;KOTA MEDAN 3;127120;Kecamatan;MEDAN TIMUR;FALSE
127104;DPRD KABUPATEN/KOTA;KOTA MEDAN 4;127101;Kecamatan;MEDAN KOTA;FALSE
127104;DPRD KABUPATEN/KOTA;KOTA MEDAN 4;127104;Kecamatan;MEDAN DENAI;FALSE
127104;DPRD KABUPATEN/KOTA;KOTA MEDAN 4;127109;Kecamatan;MEDAN AMPLAS;FALSE
127104;DPRD KABUPATEN/KOTA;KOTA MEDAN 4;127110;Kecamatan;MEDAN AREA;FALSE
127105;DPRD KABUPATEN/KOTA;KOTA MEDAN 5;127102;Kecamatan;MEDAN SUNGGAL;FALSE
127105;DPRD KABUPATEN/KOTA;KOTA MEDAN 5;127107;Kecamatan;MEDAN TUNTUNGAN;FALSE
127105;DPRD KABUPATEN/KOTA;KOTA MEDAN 5;127111;Kecamatan;MEDAN JOHOR;FALSE
127105;DPRD KABUPATEN/KOTA;KOTA MEDAN 5;127115;Kecamatan;MEDAN MAIMUN;FALSE
127105;DPRD KABUPATEN/KOTA;KOTA MEDAN 5;127116;Kecamatan;MEDAN POLONIA;FALSE
127105;DPRD KABUPATEN/KOTA;KOTA MEDAN 5;127121;Kecamatan;MEDAN SELAYANG;FALSE
127201;DPRD KABUPATEN/KOTA;KOTA PEMATANGSIANTAR 1;127202;Kecamatan;SIANTAR BARAT;FALSE
127201;DPRD KABUPATEN/KOTA;KOTA PEMATANGSIANTAR 1;127203;Kecamatan;SIANTAR UTARA;FALSE
127202;DPRD KABUPATEN/KOTA;KOTA PEMATANGSIANTAR 2;127206;Kecamatan;SIANTAR MARTOBA;FALSE
127202;DPRD KABUPATEN/KOTA;KOTA PEMATANGSIANTAR 2;127207;Kecamatan;SIANTAR SITALASARI;FALSE
127203;DPRD KABUPATEN/KOTA;KOTA PEMATANGSIANTAR 3;127201;Kecamatan;SIANTAR TIMUR;FALSE
127203;DPRD KABUPATEN/KOTA;KOTA PEMATANGSIANTAR 3;127204;Kecamatan;SIANTAR SELATAN;FALSE
127203;DPRD KABUPATEN/KOTA;KOTA PEMATANGSIANTAR 3;127205;Kecamatan;SIANTAR MARIHAT;FALSE
127203;DPRD KABUPATEN/KOTA;KOTA PEMATANGSIANTAR 3;127208;Kecamatan;SIANTAR MARIMBUN;FALSE
127301;DPRD KABUPATEN/KOTA;KOTA SIBOLGA 1;127301;Kecamatan;SIBOLGA UTARA;FALSE
127301;DPRD KABUPATEN/KOTA;KOTA SIBOLGA 1;127302;Kecamatan;SIBOLGA KOTA;FALSE
127302;DPRD KABUPATEN/KOTA;KOTA SIBOLGA 2;127303;Kecamatan;SIBOLGA SELATAN;FALSE
127302;DPRD KABUPATEN/KOTA;KOTA SIBOLGA 2;127304;Kecamatan;SIBOLGA SAMBAS;FALSE
127401;DPRD KABUPATEN/KOTA;KOTA TANJUNG BALAI 1;127401;Kecamatan;TANJUNG BALAI SELATAN;FALSE
127401;DPRD KABUPATEN/KOTA;KOTA TANJUNG BALAI 1;127402;Kecamatan;TANJUNG BALAI UTARA;FALSE
127402;DPRD KABUPATEN/KOTA;KOTA TANJUNG BALAI 2;127405;Kecamatan;DATUK BANDAR;FALSE
127402;DPRD KABUPATEN/KOTA;KOTA TANJUNG BALAI 2;127406;Kecamatan;DATUK BANDAR TIMUR;FALSE
127403;DPRD KABUPATEN/KOTA;KOTA TANJUNG BALAI 3;127403;Kecamatan;SEI TUALANG RASO;FALSE
127403;DPRD KABUPATEN/KOTA;KOTA TANJUNG BALAI 3;127404;Kecamatan;TELUK NIBUNG;FALSE
127501;DPRD KABUPATEN/KOTA;KOTA BINJAI 1;127502;Kecamatan;BINJAI KOTA;FALSE
127502;DPRD KABUPATEN/KOTA;KOTA BINJAI 2;127503;Kecamatan;BINJAI BARAT;FALSE
127503;DPRD KABUPATEN/KOTA;KOTA BINJAI 3;127501;Kecamatan;BINJAI UTARA;FALSE
127504;DPRD KABUPATEN/KOTA;KOTA BINJAI 4;127504;Kecamatan;BINJAI TIMUR;FALSE
127505;DPRD KABUPATEN/KOTA;KOTA BINJAI 5;127505;Kecamatan;BINJAI SELATAN;FALSE
127601;DPRD KABUPATEN/KOTA;KOTA TEBING TINGGI 1;127603;Kecamatan;PADANG HILIR;FALSE
127601;DPRD KABUPATEN/KOTA;KOTA TEBING TINGGI 1;127605;Kecamatan;TEBING TINGGI KOTA;FALSE
127602;DPRD KABUPATEN/KOTA;KOTA TEBING TINGGI 2;127601;Kecamatan;PADANG HULU;FALSE
